Invoice,Hold Date,Hold Code,Release Code,Release Reason,Status Flag
7808954,4/21/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808956,4/21/2017 13:22,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808957,4/21/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808958,4/21/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808966,4/21/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808967,4/21/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808970,4/21/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808828,4/21/2017 13:23,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809452,4/21/2017 13:23,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7809452,4/21/2017 13:23,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7808982,4/21/2017 13:24,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809255,4/21/2017 13:24,QTY REC,MATCHED,Passed matching condition,0
7809259,4/21/2017 13:24,QTY REC,MATCHED,Passed matching condition,0
7809260,4/21/2017 13:24,QTY REC,MATCHED,Passed matching condition,0
7809263,4/21/2017 13:24,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809264,4/21/2017 13:24,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809284,4/21/2017 13:25,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809295,4/21/2017 13:25,QTY REC,MATCHED,Passed matching condition,0
7809098,4/21/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809099,4/21/2017 13:26,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809102,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809104,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809116,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809456,4/21/2017 13:27,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7809456,4/21/2017 13:27,MAX SHIP AMOUNT,,,1
7809127,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809130,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809131,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809134,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809137,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809138,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809141,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809144,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809146,4/21/2017 13:27,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809148,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809150,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809152,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809156,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809159,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809161,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809164,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809167,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809168,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809170,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809172,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809173,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809174,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809176,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809177,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809178,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809179,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809180,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809182,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809186,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809187,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809189,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809192,4/21/2017 13:28,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809195,4/21/2017 13:29,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809196,4/21/2017 13:29,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809197,4/21/2017 13:29,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809199,4/21/2017 13:29,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809200,4/21/2017 13:29,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809202,4/21/2017 13:29,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809219,4/21/2017 13:29,QTY REC,MATCHED,Passed matching condition,0
7809222,4/21/2017 13:29,QTY REC,MATCHED,Passed matching condition,0
7809228,4/21/2017 13:29,QTY REC,MATCHED,Passed matching condition,0
7809232,4/21/2017 13:29,QTY REC,MATCHED,Passed matching condition,0
7809330,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809330,4/21/2017 13:30,Research Tax Credit Varia,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7809459,4/21/2017 13:30,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7809335,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809336,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809337,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809339,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809341,4/21/2017 13:30,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7809342,4/21/2017 13:30,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7809345,4/21/2017 13:30,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7809349,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809353,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809354,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809355,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809356,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809356,4/21/2017 13:30,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7809358,4/21/2017 13:30,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809362,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809363,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809364,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809365,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809366,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809368,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809369,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809371,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809373,4/21/2017 13:31,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7807838,4/21/2017 10:41,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810339,4/22/2017 8:20,WIRE CONFIRM PENDING,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807395,4/21/2017 7:29,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7806998,4/22/2017 8:40,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810345,4/22/2017 8:50,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810344,4/22/2017 8:50,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810351,4/22/2017 8:54,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810352,4/22/2017 8:55,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810355,4/22/2017 8:57,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810358,4/22/2017 9:00,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810357,4/22/2017 9:00,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810359,4/22/2017 9:01,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810360,4/22/2017 9:02,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810361,4/22/2017 9:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810362,4/22/2017 9:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810538,4/22/2017 9:04,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810541,4/22/2017 9:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810543,4/22/2017 9:10,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810546,4/22/2017 9:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810547,4/22/2017 9:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810552,4/22/2017 9:13,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810607,4/22/2017 9:16,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810611,4/22/2017 9:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810616,4/22/2017 9:23,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7810619,4/22/2017 9:24,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7810624,4/22/2017 9:30,QTY REC,MATCHED,Passed matching condition,0
7810301,4/22/2017 7:41,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810304,4/22/2017 7:43,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810308,4/22/2017 7:46,QTY REC,MATCHED,Passed matching condition,0
7810314,4/22/2017 7:53,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810316,4/22/2017 7:54,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810319,4/22/2017 7:56,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810319,4/22/2017 7:56,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7810322,4/22/2017 7:57,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810327,4/22/2017 8:00,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810333,4/22/2017 8:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810334,4/22/2017 8:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810335,4/22/2017 8:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810336,4/22/2017 8:09,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810337,4/22/2017 8:11,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7802136,4/22/2017 8:37,In void check process,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7802138,4/22/2017 8:37,In void check process,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7802140,4/22/2017 8:37,In void check process,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7802142,4/22/2017 8:37,In void check process,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7802143,4/22/2017 8:37,In void check process,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7802144,4/22/2017 8:37,In void check process,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7804321,4/22/2017 8:50,Returned Payment,APPROVED,Hold Released,0
7810550,4/22/2017 9:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810618,4/22/2017 9:24,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810622,4/22/2017 9:26,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810628,4/22/2017 9:28,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807023,4/21/2017 4:35,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810697,4/22/2017 9:36,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7809622,4/22/2017 9:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7810703,4/22/2017 9:42,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810712,4/22/2017 9:45,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810714,4/22/2017 9:47,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810719,4/22/2017 9:48,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807738,4/21/2017 9:39,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807779,4/21/2017 9:58,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810722,4/22/2017 9:53,QTY REC,MATCHED,Passed matching condition,0
7810728,4/22/2017 9:55,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807727,4/21/2017 9:34,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810737,4/22/2017 9:59,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807862,4/21/2017 10:47,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810742,4/22/2017 10:03,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810745,4/22/2017 10:05,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807899,4/21/2017 11:15,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810753,4/22/2017 10:11,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810754,4/22/2017 10:13,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810743,4/22/2017 10:16,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810743,4/22/2017 10:16,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810743,4/22/2017 10:16,QTY REC,MATCHED,Passed matching condition,0
7810555,4/22/2017 9:22,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810625,4/22/2017 9:26,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810705,4/22/2017 9:40,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810705,4/22/2017 9:40,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7810724,4/22/2017 9:51,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7810743,4/22/2017 10:16,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7810759,4/22/2017 10:16,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7808048,4/21/2017 11:48,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810762,4/22/2017 10:18,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810764,4/22/2017 10:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810770,4/22/2017 10:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810771,4/22/2017 10:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810772,4/22/2017 10:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810772,4/22/2017 10:22,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810775,4/22/2017 10:22,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807811,4/22/2017 4:47,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807105,4/21/2017 6:01,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807162,4/21/2017 6:21,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807800,4/21/2017 10:12,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810211,4/22/2017 7:04,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810211,4/22/2017 7:05,QTY REC,MATCHED,Passed matching condition,0
7810235,4/22/2017 7:05,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810235,4/22/2017 7:06,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7810236,4/22/2017 7:08,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810236,4/22/2017 7:08,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7810241,4/22/2017 7:09,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810255,4/22/2017 7:17,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810259,4/22/2017 7:19,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810263,4/22/2017 7:20,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810275,4/22/2017 7:24,LINE VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7810275,4/22/2017 7:24,CANNOT EXECUTE ALLOCATION,APPROVED,Hold Released,0
7810275,4/22/2017 7:24,DIST VARIANCE,VARIANCE CORRECTED,Invoice variance corrected,0
7810282,4/22/2017 7:27,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810287,4/22/2017 7:29,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810287,4/22/2017 7:29,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810290,4/22/2017 7:31,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810295,4/22/2017 7:34,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810298,4/22/2017 7:35,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7810298,4/22/2017 7:35,Dept Approval Required,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807147,4/21/2017 6:18,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807127,4/21/2017 6:07,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807202,4/21/2017 6:47,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807208,4/21/2017 6:46,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807437,4/21/2017 8:55,AP RVW - QC,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7803141,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803150,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7802934,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803028,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803176,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803265,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803271,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803540,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803545,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803594,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803516,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803793,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803799,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803826,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803838,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803855,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7804159,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7803967,4/21/2017 17:36,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7804015,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7804017,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7804203,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7804239,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7804241,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7804242,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7805772,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7805774,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7806016,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7806255,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7806656,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7806657,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7806658,4/21/2017 17:37,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7806998,4/21/2017 17:37,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807144,4/21/2017 17:37,QTY REC,MATCHED,Passed matching condition,0
7806976,4/21/2017 17:37,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807161,4/21/2017 17:38,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7806980,4/21/2017 17:38,Sub Award Approval Req,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,0
7807096,4/21/2017 17:38,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
7808380,4/21/2017 17:40,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808434,4/21/2017 17:40,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808494,4/21/2017 17:40,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808495,4/21/2017 17:40,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808780,4/21/2017 17:40,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7808711,4/21/2017 17:40,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809502,4/21/2017 17:41,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809506,4/21/2017 17:41,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809507,4/21/2017 17:41,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809509,4/21/2017 17:41,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809556,4/21/2017 17:41,TAX VARIANCE,INVOICE QUICK RELEASED,Holds released in Invoice Holds window,1
7809396,4/21/2017 17:42,MAX SHIP AMOUNT,MATCHED,Passed matching condition,0
