"Invoice","Invoice Date","Invoice Type","Pay Method","Payment Flag","Invoice Amount"
7810757,22-APR-17 10:14:50,"STANDARD","CHECK",1,512.9
7810758,22-APR-17 10:15:27,"STANDARD","CHECK",1,615.93
7810759,22-APR-17 10:15:42,"STANDARD","CHECK",1,305.2
7810760,22-APR-17 10:16:14,"STANDARD","CHECK",1,120
7810761,22-APR-17 10:17:26,"STANDARD","EFT",1,650
7810762,22-APR-17 10:17:54,"STANDARD","XXDL_SUA_PYMT",1,151
7810763,22-APR-17 10:18:25,"STANDARD","CHECK",1,400
7810764,22-APR-17 10:18:34,"STANDARD","EFT",1,410.13
7810765,22-APR-17 10:19:21,"STANDARD","CHECK",1,117.5
7810766,22-APR-17 10:19:37,"STANDARD","CHECK",1,7379
7810767,22-APR-17 10:19:58,"STANDARD","EFT",1,575
7810768,22-APR-17 10:20:24,"STANDARD","CHECK",1,950.52
7810770,22-APR-17 10:21:33,"STANDARD","CHECK",1,1136
7810771,22-APR-17 10:21:35,"STANDARD","CHECK",1,50.3
7810772,22-APR-17 10:21:45,"STANDARD","XXDL_SUA_PYMT",1,26180
7810773,22-APR-17 10:22:25,"STANDARD","EFT",1,3868.75
7810775,22-APR-17 10:22:31,"STANDARD","EFT",1,51.6
7810776,22-APR-17 10:23:36,"STANDARD","EFT",1,334.06
7810777,22-APR-17 10:23:40,"STANDARD","CHECK",1,6000
7810778,22-APR-17 10:24:26,"STANDARD","EFT",1,22.71
7810779,22-APR-17 10:24:35,"STANDARD","XXDL_SUA_PYMT",1,491.92
7810780,22-APR-17 10:25:05,"STANDARD","CHECK",1,5865.96
7810781,22-APR-17 10:25:11,"STANDARD","CHECK",1,9108.94
7810782,22-APR-17 10:25:30,"STANDARD","XXDL_SUA_PYMT",1,327.6
7810783,22-APR-17 10:26:16,"STANDARD","WIRE",1,38073
7810784,22-APR-17 10:26:20,"STANDARD","EFT",1,1791.62
7810785,22-APR-17 10:27:04,"STANDARD","XXDL_SUA_PYMT",1,327.6
7810786,22-APR-17 10:28:18,"STANDARD","XXDL_SUA_PYMT",1,1525.52
7810787,22-APR-17 10:29:12,"STANDARD","CHECK",1,11388.84
7810788,22-APR-17 10:29:26,"STANDARD","XXDL_SUA_PYMT",1,77.29
7810789,22-APR-17 10:29:53,"STANDARD","EFT",1,5760
7810790,22-APR-17 10:30:16,"STANDARD","EFT",1,6201.47
7810791,22-APR-17 10:30:49,"STANDARD","EFT",1,2100
7810792,22-APR-17 10:31:09,"STANDARD","WIRE",1,41494
7810793,22-APR-17 10:31:57,"STANDARD","EFT",1,658.08
7810794,22-APR-17 10:32:07,"STANDARD","EFT",1,2766.61
7810795,22-APR-17 10:32:42,"STANDARD","EFT",1,2000.73
7810796,22-APR-17 10:33:01,"STANDARD","EFT",1,417.51
7810797,22-APR-17 10:33:03,"STANDARD","CHECK",1,11500
7810798,22-APR-17 10:33:21,"STANDARD","EFT",1,13409.4
7810799,22-APR-17 10:34:14,"STANDARD","EFT",1,336.68
7810800,22-APR-17 10:34:29,"STANDARD","EFT",1,5955.94
7810801,22-APR-17 10:35:16,"STANDARD","EFT",1,1143.36
7810802,22-APR-17 10:35:24,"STANDARD","XXDL_SUA_PYMT",1,7914
7810804,22-APR-17 10:36:49,"STANDARD","EFT",1,741.12
7810805,22-APR-17 10:37:31,"STANDARD","WIRE",1,1574.31
7810806,22-APR-17 10:37:34,"STANDARD","EFT",1,83.34
7810807,22-APR-17 10:37:54,"STANDARD","XXDL_SUA_PYMT",1,484.07
7810808,22-APR-17 10:38:01,"STANDARD","CHECK",1,804.91
7810809,22-APR-17 10:38:11,"STANDARD","XXDL_SUA_PYMT",1,407.72
7810810,22-APR-17 10:39:15,"STANDARD","XXDL_SUA_PYMT",1,6605.4
7810811,22-APR-17 10:39:22,"STANDARD","XXDL_SUA_PYMT",1,382.72
7810812,22-APR-17 10:40:20,"STANDARD","XXDL_SUA_PYMT",1,2568.39
7810813,22-APR-17 10:41:02,"STANDARD","CHECK",1,786.6
7810814,22-APR-17 10:41:27,"STANDARD","CHECK",1,178.48
7810815,22-APR-17 10:41:39,"STANDARD","WIRE",1,8837.08
7810816,22-APR-17 10:41:51,"STANDARD","EFT",1,309
7810817,22-APR-17 10:42:07,"STANDARD","CHECK",1,11700
7810818,22-APR-17 10:42:28,"STANDARD","XXDL_SUA_PYMT",1,1128.09
7810819,22-APR-17 10:43:24,"STANDARD","EFT",1,352
7810820,22-APR-17 10:44:46,"STANDARD","CHECK",1,480
7810821,22-APR-17 10:45:57,"STANDARD","XXDL_SUA_PYMT",1,62.17
7810822,22-APR-17 10:47:13,"STANDARD","EFT",1,5800
7810823,22-APR-17 10:47:21,"STANDARD","EFT",1,598.75
7810824,22-APR-17 10:47:42,"STANDARD","WIRE",1,7083.4
7810825,22-APR-17 10:48:13,"STANDARD","CHECK",1,200
7810826,22-APR-17 10:50:22,"STANDARD","EFT",1,301.57
7810827,22-APR-17 10:50:23,"STANDARD","CHECK",1,4500
7810828,22-APR-17 10:51:08,"STANDARD","CHECK",1,6850
7810829,22-APR-17 10:51:30,"STANDARD","CHECK",1,439.04
7810830,22-APR-17 10:51:52,"STANDARD","XXDL_SUA_PYMT",1,82.33
7810831,22-APR-17 10:52:21,"STANDARD","EFT",1,1492.09
7810832,22-APR-17 10:52:35,"STANDARD","CHECK",1,5843.7
7810833,22-APR-17 10:53:40,"STANDARD","XXDL_SUA_PYMT",1,54.56
7810834,22-APR-17 10:54:34,"STANDARD","CHECK",1,2203.5
7810835,22-APR-17 10:55:46,"STANDARD","CHECK",1,431.29
7810836,22-APR-17 10:56:38,"STANDARD","CHECK",1,270.48
7810837,22-APR-17 10:57:32,"STANDARD","CHECK",1,4914.68
7810838,22-APR-17 10:58:00,"STANDARD","CHECK",1,1166.92
7810839,22-APR-17 10:58:30,"STANDARD","CHECK",1,435.17
7810840,22-APR-17 10:58:44,"STANDARD","XXDL_SUA_PYMT",1,380.41
7810841,22-APR-17 10:59:12,"STANDARD","CHECK",1,11480
7810842,22-APR-17 10:59:50,"STANDARD","CHECK",1,284.65
7810843,22-APR-17 11:00:28,"STANDARD","CHECK",1,3200
7810845,22-APR-17 11:01:27,"STANDARD","CHECK",1,14185.82
7810846,22-APR-17 11:01:36,"STANDARD","CHECK",1,175.02
7810847,22-APR-17 11:01:48,"STANDARD","WIRE",1,19555
7810848,22-APR-17 11:02:52,"STANDARD","XXDL_SUA_PYMT",1,367.51
7810849,22-APR-17 11:03:16,"STANDARD","XXDL_SUA_PYMT",1,138.96
7810850,22-APR-17 11:05:29,"STANDARD","CHECK",1,1386
7810851,22-APR-17 11:05:48,"STANDARD","CHECK",1,338
7810852,22-APR-17 11:06:24,"STANDARD","CHECK",1,504.62
7810853,22-APR-17 11:07:11,"STANDARD","WIRE",1,3922.67
7810854,22-APR-17 11:07:36,"STANDARD","CHECK",1,212.08
7810855,22-APR-17 11:07:54,"STANDARD","CHECK",1,336
7810856,22-APR-17 11:08:15,"STANDARD","CHECK",1,28.11
7810857,22-APR-17 11:08:18,"STANDARD","CHECK",1,165
7810858,22-APR-17 11:09:03,"STANDARD","EFT",1,1713.31
7810859,22-APR-17 11:09:58,"STANDARD","XXDL_SUA_PYMT",1,695
7810860,22-APR-17 11:10:02,"STANDARD","CHECK",1,1080
7810861,22-APR-17 11:10:02,"STANDARD","EFT",1,1959.39
7810862,22-APR-17 11:10:41,"STANDARD","EFT",1,2894.43
7810863,22-APR-17 11:11:26,"STANDARD","EFT",1,2310.73
7810864,22-APR-17 11:12:15,"STANDARD","CHECK",1,84.72
7810865,22-APR-17 11:12:51,"STANDARD","EFT",1,1869.53
7810866,22-APR-17 11:14:26,"STANDARD","EFT",1,2000
7810867,22-APR-17 11:15:16,"STANDARD","XXDL_SUA_PYMT",1,678.65
7810868,22-APR-17 11:15:16,"STANDARD","EFT",1,2402
7810869,22-APR-17 11:16:49,"STANDARD","CHECK",1,148.63
7810870,22-APR-17 11:17:10,"STANDARD","CHECK",1,2286.82
7810871,22-APR-17 11:18:42,"STANDARD","WIRE",1,1451.87
7810897,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,52.58
7810898,22-APR-17 11:18:53,"EXPENSE REPORT","CHECK",1,1064.9
7810899,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,154.08
7810901,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,1006.04
7810904,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,413.98
7810905,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,54
7810906,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,22.99
7810909,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,337.12
7810910,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,76.11
7810912,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,51.94
7810913,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,101
7810914,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,216.1
7810916,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,153.11
7810917,22-APR-17 11:18:53,"PREPAYMENT","EFT",1,200
7810918,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,323.2
7810919,22-APR-17 11:18:53,"PREPAYMENT","EFT",1,707.39
7810920,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,261
7810921,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,407.55
7810922,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,2078.86
7810923,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,683.93
7810924,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,3577.02
7810926,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,22.84
7810927,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,84.5
7810928,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,187.75
7810929,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,32.95
7810931,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,1087.61
7810933,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,418.6
7810934,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,29.76
7810935,22-APR-17 11:18:53,"PREPAYMENT","EFT",1,2050
7810936,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,87.66
7810937,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,98.03
7810938,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,1094.18
7810939,22-APR-17 11:18:53,"PREPAYMENT","EFT",1,442
7810940,22-APR-17 11:18:53,"EXPENSE REPORT","CHECK",1,106.01
7810942,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,797.6
7810943,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,144
7810944,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,322
7810946,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,1119
7810947,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,173.38
7810949,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,12.84
7810950,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,332.42
7810951,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,889.52
7810952,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,110.75
7810953,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,145.52
7810954,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,250.65
7810955,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,187.59
7810956,22-APR-17 11:18:53,"PREPAYMENT","EFT",1,2052.4
7810957,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,12784.07
7810958,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,85.01
7810959,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,10
7810960,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,376
7810961,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,2715.17
7810963,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,681.19
7810964,22-APR-17 11:18:53,"PREPAYMENT","EFT",1,638.6
7810965,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,1135.56
7810966,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,20.72
7810967,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,32.69
7810969,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,2089.51
7810970,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,62.15
7810971,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,545.28
7810972,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,308.4
7810973,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,649.7
7810974,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,504
7810887,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,17.25
7810888,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,3496.77
7810889,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,29.98
7810891,22-APR-17 11:18:53,"PREPAYMENT","EFT",1,8497
7810894,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,25.71
7810895,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,53.22
7810896,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,38.93
7810883,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,148.99
7810884,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,1083.96
7810885,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,8812.73
7810886,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,72.96
7810873,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,2398.89
7810874,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,1698.29
7810875,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,546.39
7810877,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,989.16
7810879,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,186.74
7810880,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,76.97
7810881,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,879.44
7810882,22-APR-17 11:18:53,"EXPENSE REPORT","EFT",1,39.62
7810975,22-APR-17 11:19:27,"STANDARD","CHECK",1,243.57
7810976,22-APR-17 11:19:29,"STANDARD","CHECK",1,9050
7810977,22-APR-17 11:20:13,"STANDARD","CHECK",1,148.63
7810978,22-APR-17 11:20:13,"STANDARD","CHECK",1,165.35
7810979,22-APR-17 11:20:56,"STANDARD","CHECK",1,165.35
7810980,22-APR-17 11:21:11,"STANDARD","WIRE",1,30150
7810981,22-APR-17 11:21:13,"STANDARD","CHECK",1,310
7810982,22-APR-17 11:21:38,"STANDARD","EFT",1,3406.7
7810983,22-APR-17 11:22:32,"STANDARD","CHECK",1,320.6
7810984,22-APR-17 11:23:01,"STANDARD","CHECK",1,118.63
7810985,22-APR-17 11:23:31,"STANDARD","EFT",1,11675
7810986,22-APR-17 11:23:39,"STANDARD","CHECK",1,45.91
7810987,22-APR-17 11:24:11,"STANDARD","CHECK",1,39.17
7810988,22-APR-17 11:24:37,"STANDARD","CHECK",1,37.48
7810989,22-APR-17 11:24:41,"STANDARD","CHECK",1,39.82
7810990,22-APR-17 11:25:15,"STANDARD","CHECK",1,158.55
7810991,22-APR-17 11:25:22,"STANDARD","WIRE",1,4555
7810992,22-APR-17 11:25:28,"STANDARD","CHECK",1,74.49
7810993,22-APR-17 11:26:20,"STANDARD","CHECK",1,11924.5
7810994,22-APR-17 11:26:27,"STANDARD","CHECK",1,92680.2
7810995,22-APR-17 11:27:07,"STANDARD","CHECK",1,26026
7810996,22-APR-17 11:28:00,"STANDARD","CHECK",1,2975
7810997,22-APR-17 11:28:17,"STANDARD","CHECK",1,394
7810998,22-APR-17 11:28:56,"STANDARD","CHECK",1,18708.5
7810999,22-APR-17 11:29:28,"STANDARD","CHECK",1,2650
7811000,22-APR-17 11:30:31,"STANDARD","CHECK",1,49821.16
7811001,22-APR-17 11:31:00,"STANDARD","CHECK",1,1315.02
7811002,22-APR-17 11:31:00,"STANDARD","CHECK",1,352
7811003,22-APR-17 11:31:00,"STANDARD","CHECK",1,1826.46
7811004,22-APR-17 11:31:00,"STANDARD","CHECK",1,133.2
7811005,22-APR-17 11:31:00,"STANDARD","CHECK",1,500
7811006,22-APR-17 11:31:00,"STANDARD","CHECK",1,391.41
7811007,22-APR-17 11:31:00,"STANDARD","CHECK",1,519.5
7811009,22-APR-17 11:31:00,"STANDARD","CHECK",1,115.36
7811010,22-APR-17 11:31:00,"STANDARD","WIRE",1,401.67
7811011,22-APR-17 11:31:00,"STANDARD","CHECK",1,394.7
7811012,22-APR-17 11:31:00,"STANDARD","EFT",1,2922
7811013,22-APR-17 11:31:00,"STANDARD","CHECK",1,1449.5
7811014,22-APR-17 11:31:00,"STANDARD","CHECK",1,656.39
7811015,22-APR-17 11:31:00,"STANDARD","WIRE",1,422.19
7811016,22-APR-17 11:31:00,"STANDARD","CHECK",1,863.68
7811017,22-APR-17 11:31:00,"STANDARD","CHECK",1,680
7811018,22-APR-17 11:31:00,"STANDARD","CHECK",1,597.01
7811019,22-APR-17 11:31:00,"STANDARD","CHECK",1,2804.93
7811020,22-APR-17 11:31:00,"STANDARD","CHECK",1,1579.21
7811021,22-APR-17 11:31:00,"STANDARD","EFT",1,2209.93
7811022,22-APR-17 11:31:00,"STANDARD","EFT",1,348.75
7811023,22-APR-17 11:31:00,"STANDARD","CHECK",1,362.58
7811024,22-APR-17 11:31:00,"STANDARD","CHECK",1,586.95
7811025,22-APR-17 11:31:24,"STANDARD","EFT",1,5120.86
7811026,22-APR-17 11:31:44,"STANDARD","CHECK",1,606.84
7811027,22-APR-17 11:32:34,"STANDARD","EFT",1,1887.5
7811028,22-APR-17 11:34:18,"STANDARD","CHECK",1,171.07
7811029,22-APR-17 11:34:42,"STANDARD","XXDL_SUA_PYMT",1,868
7811031,22-APR-17 11:41:51,"STANDARD","EFT",1,196.75
7811032,22-APR-17 11:42:04,"STANDARD","CHECK",1,542340.64
7811033,22-APR-17 11:43:33,"STANDARD","EFT",1,1236.49
7811034,22-APR-17 11:44:50,"STANDARD","EFT",1,9960.1
7811035,22-APR-17 11:45:58,"STANDARD","CHECK",1,59606.25
7811036,22-APR-17 11:46:20,"STANDARD","CHECK",1,225105.88
7811037,22-APR-17 11:46:20,"STANDARD","CHECK",1,30015.94
7811038,22-APR-17 11:49:14,"STANDARD","CHECK",1,116191.88
7811039,22-APR-17 11:51:41,"STANDARD","XXDL_SUA_PYMT",1,19.66
7811040,22-APR-17 11:52:36,"STANDARD","EFT",1,700
7811041,22-APR-17 11:54:15,"STANDARD","CHECK",1,279.32
7811042,22-APR-17 11:57:14,"STANDARD","XXDL_SUA_PYMT",1,754.76
7811043,22-APR-17 11:58:25,"STANDARD","CHECK",1,1616.41
7811044,22-APR-17 11:59:25,"STANDARD","CHECK",1,58.75
7811045,22-APR-17 11:59:30,"STANDARD","XXDL_SUA_PYMT",1,320
7811046,22-APR-17 12:00:12,"STANDARD","EFT",1,41.23
7811047,22-APR-17 12:00:25,"STANDARD","XXDL_SUA_PYMT",1,5763.24
7811048,22-APR-17 12:01:01,"STANDARD","EFT",1,4982.64
7811049,22-APR-17 12:01:10,"STANDARD","EFT",1,4104
7811050,22-APR-17 12:01:10,"STANDARD","EFT",1,1126.37
7811051,22-APR-17 12:01:17,"STANDARD","EFT",1,5100
7811052,22-APR-17 12:01:17,"STANDARD","EFT",1,329.64
7811053,22-APR-17 12:01:17,"STANDARD","EFT",1,10.88
7811054,22-APR-17 12:01:18,"STANDARD","EFT",1,1590.64
7811055,22-APR-17 12:01:18,"STANDARD","EFT",1,3148
7811056,22-APR-17 12:02:38,"STANDARD","CHECK",1,231.9
7811057,22-APR-17 12:02:46,"STANDARD","XXDL_SUA_PYMT",1,374
7811058,22-APR-17 12:04:03,"STANDARD","CHECK",1,24269.1
7811059,22-APR-17 12:05:37,"STANDARD","CHECK",1,510.45
7811060,22-APR-17 12:06:46,"STANDARD","XXDL_SUA_PYMT",1,137.45
7811061,22-APR-17 12:07:27,"STANDARD","CHECK",1,243.55
7811062,22-APR-17 12:07:34,"STANDARD","EFT",1,215
7811077,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,61
7811079,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,242.64
7811081,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,181.37
7811083,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,166.6
7811063,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,85.59
7811064,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,100.89
7811065,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,228.63
7811066,22-APR-17 12:08:43,"STANDARD","EFT",1,95.92
7811067,22-APR-17 12:08:43,"STANDARD","EFT",1,365.03
7811068,22-APR-17 12:08:43,"STANDARD","EFT",1,84.69
7811069,22-APR-17 12:08:43,"STANDARD","EFT",1,10859.59
7811071,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,355.96
7811073,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,18.15
7811074,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,462.09
7811076,22-APR-17 12:08:43,"STANDARD","XXDL_SUA_PYMT",1,252.75
7811438,22-APR-17 12:08:43,"STANDARD","EFT",1,62.93
7811440,22-APR-17 12:08:43,"STANDARD","EFT",1,91.61
7811442,22-APR-17 12:08:43,"STANDARD","EFT",1,27.58
7811444,22-APR-17 12:08:43,"STANDARD","EFT",1,30.44
7811446,22-APR-17 12:08:43,"STANDARD","EFT",1,110.1
7811448,22-APR-17 12:08:43,"STANDARD","EFT",1,32.93
7811451,22-APR-17 12:08:43,"STANDARD","EFT",1,24.4
7811453,22-APR-17 12:08:43,"STANDARD","EFT",1,130.75
7811486,22-APR-17 12:08:43,"STANDARD","EFT",1,103.87
7811488,22-APR-17 12:08:43,"STANDARD","EFT",1,795.01
7811491,22-APR-17 12:08:43,"STANDARD","EFT",1,32.93
7811494,22-APR-17 12:08:43,"STANDARD","EFT",1,75.94
7811497,22-APR-17 12:08:43,"STANDARD","EFT",1,48.46
7811499,22-APR-17 12:08:43,"STANDARD","EFT",1,123.12
7811502,22-APR-17 12:08:43,"STANDARD","EFT",1,414.5
7811504,22-APR-17 12:08:43,"STANDARD","EFT",1,56.45
7811505,22-APR-17 12:08:43,"STANDARD","EFT",1,150.29
7811508,22-APR-17 12:08:43,"STANDARD","EFT",1,873.02
7811512,22-APR-17 12:08:43,"STANDARD","EFT",1,167.65
7811591,22-APR-17 12:08:43,"STANDARD","EFT",1,44.97
7811593,22-APR-17 12:08:43,"STANDARD","EFT",1,14.65
7811594,22-APR-17 12:08:43,"STANDARD","EFT",1,142.35
7811596,22-APR-17 12:08:43,"STANDARD","EFT",1,125.83
7811599,22-APR-17 12:08:43,"STANDARD","EFT",1,27.01
7811518,22-APR-17 12:08:43,"STANDARD","EFT",1,768.59
7811522,22-APR-17 12:08:43,"STANDARD","EFT",1,100.59
7811525,22-APR-17 12:08:43,"STANDARD","EFT",1,65.53
7811527,22-APR-17 12:08:43,"STANDARD","EFT",1,19.38
7811530,22-APR-17 12:08:43,"STANDARD","EFT",1,389.61
7811532,22-APR-17 12:08:43,"STANDARD","EFT",1,60.72
7811534,22-APR-17 12:08:43,"STANDARD","EFT",1,14.31
7811540,22-APR-17 12:08:43,"STANDARD","EFT",1,275.14
7811544,22-APR-17 12:08:43,"STANDARD","EFT",1,25.06
7811546,22-APR-17 12:08:43,"STANDARD","EFT",1,10.78
7811549,22-APR-17 12:08:43,"STANDARD","EFT",1,109.48
7811551,22-APR-17 12:08:43,"STANDARD","EFT",1,107.38
7811554,22-APR-17 12:08:43,"STANDARD","EFT",1,112.86
7811559,22-APR-17 12:08:43,"STANDARD","EFT",1,208.39
7811563,22-APR-17 12:08:43,"STANDARD","EFT",1,135.59
7811566,22-APR-17 12:08:43,"STANDARD","EFT",1,23.02
7811568,22-APR-17 12:08:43,"STANDARD","EFT",1,38.33
7811569,22-APR-17 12:08:43,"STANDARD","EFT",1,41.49
7811572,22-APR-17 12:08:43,"STANDARD","EFT",1,170.97
7811574,22-APR-17 12:08:43,"STANDARD","EFT",1,218.6
7811576,22-APR-17 12:08:43,"STANDARD","EFT",1,61.35
7811577,22-APR-17 12:08:43,"STANDARD","EFT",1,253.26
7811578,22-APR-17 12:08:43,"STANDARD","EFT",1,276.74
7811579,22-APR-17 12:08:43,"STANDARD","EFT",1,110.1
7811580,22-APR-17 12:08:43,"STANDARD","EFT",1,30.86
7811581,22-APR-17 12:08:43,"STANDARD","EFT",1,595.86
7811582,22-APR-17 12:08:43,"STANDARD","EFT",1,321.91
7811583,22-APR-17 12:08:43,"STANDARD","EFT",1,12.55
7811584,22-APR-17 12:08:43,"STANDARD","EFT",1,22.92
7811585,22-APR-17 12:08:43,"STANDARD","EFT",1,134.42
7811587,22-APR-17 12:08:43,"STANDARD","EFT",1,187.39
7811588,22-APR-17 12:08:43,"STANDARD","EFT",1,67.56
7811457,22-APR-17 12:08:43,"STANDARD","EFT",1,246.37
7811462,22-APR-17 12:08:43,"STANDARD","EFT",1,32.93
7811465,22-APR-17 12:08:43,"STANDARD","EFT",1,171.28
7811467,22-APR-17 12:08:43,"STANDARD","EFT",1,43.65
7811470,22-APR-17 12:08:43,"STANDARD","EFT",1,18.87
7811473,22-APR-17 12:08:43,"STANDARD","EFT",1,484.84
7811475,22-APR-17 12:08:43,"STANDARD","EFT",1,276.34
7811478,22-APR-17 12:08:43,"STANDARD","EFT",1,222.19
7811481,22-APR-17 12:08:43,"STANDARD","EFT",1,67.99
7811483,22-APR-17 12:08:43,"STANDARD","EFT",1,24.77
7811342,22-APR-17 12:08:43,"STANDARD","EFT",1,24.58
7811345,22-APR-17 12:08:43,"STANDARD","EFT",1,51.58
7811347,22-APR-17 12:08:43,"STANDARD","EFT",1,59.49
7811349,22-APR-17 12:08:43,"STANDARD","EFT",1,26.17
7811351,22-APR-17 12:08:43,"STANDARD","EFT",1,26.01
7811353,22-APR-17 12:08:43,"STANDARD","EFT",1,26.01
7811354,22-APR-17 12:08:43,"STANDARD","EFT",1,41.82
7811356,22-APR-17 12:08:43,"STANDARD","EFT",1,21.93
7811358,22-APR-17 12:08:43,"STANDARD","EFT",1,18.1
7811359,22-APR-17 12:08:43,"STANDARD","EFT",1,18.19
7811361,22-APR-17 12:08:43,"STANDARD","EFT",1,19.59
7811362,22-APR-17 12:08:43,"STANDARD","EFT",1,19.59
7811364,22-APR-17 12:08:43,"STANDARD","EFT",1,14.87
7811366,22-APR-17 12:08:43,"STANDARD","EFT",1,99.63
7811368,22-APR-17 12:08:43,"STANDARD","EFT",1,23.61
7811369,22-APR-17 12:08:43,"STANDARD","EFT",1,49.9
7811371,22-APR-17 12:08:43,"STANDARD","EFT",1,131.25
7811372,22-APR-17 12:08:43,"STANDARD","EFT",1,92.08
7811374,22-APR-17 12:08:43,"STANDARD","EFT",1,166.7
7811376,22-APR-17 12:08:43,"STANDARD","EFT",1,42
7811377,22-APR-17 12:08:43,"STANDARD","EFT",1,21.93
7811379,22-APR-17 12:08:43,"STANDARD","EFT",1,25.3
7811381,22-APR-17 12:08:43,"STANDARD","EFT",1,29.27
7811384,22-APR-17 12:08:43,"STANDARD","EFT",1,25.7
